
Detailed
 ==================== 
Variable,Value,Unit,Category,Channel,Collection,Depth,Distance,Level,Radius,ReferenceFrame,Time,Type,FilamentID,ID,
Spine Position Y,22.4452,um,Spine,,Spine Position,0,,,,,1,,100000026,260700000000,
Spine Position Y,23.1134,um,Spine,,Spine Position,0,,,,,1,,100000027,270700000000,
Spine Position Y,24.7285,um,Spine,,Spine Position,0,,,,,1,,100000028,280700000000,
Spine Position Y,21.1948,um,Spine,,Spine Position,0,,,,,1,,100000029,290700000000,
Spine Position Y,22.4814,um,Spine,,Spine Position,0,,,,,1,,100000030,300700000000,
Spine Position Y,25.8566,um,Spine,,Spine Position,0,,,,,1,,100000031,310700000000,
Spine Position Y,26.432,um,Spine,,Spine Position,0,,,,,1,,100000032,320700000000,
Spine Position Y Reference Frame,2.73543,um,Spine,,Spine Position,0,,,,Reference Frame 1,1,,100000001,10700000000,
Spine Position Y Reference Frame,3.67097,um,Spine,,Spine Position,0,,,,Reference Frame 1,1,,100000002,20700000000,
Spine Position Y Reference Frame,6.31675,um,Spine,,Spine Position,0,,,,Reference Frame 1,1,,100000003,30700000000,
Spine Position Y Reference Frame,6.71543,um,Spine,,Spine Position,0,,,,Reference Frame 1,1,,100000004,40700000000,
Spine Position Y Reference Frame,7.40406,um,Spine,,Spine Position,0,,,,Reference Frame 1,1,,100000005,50700000000,
Spine Position Y Reference Frame,8.9263,um,Spine,,Spine Position,0,,,,Reference Frame 1,1,,100000006,60700000000,
Spine Position Y Reference Frame,10.1812,um,Spine,,Spine Position,0,,,,Reference Frame 1,1,,100000007,70700000000,
Spine Position Y Reference Frame,10.7022,um,Spine,,Spine Position,0,,,,Reference Frame 1,1,,100000008,80700000000,
Spine Position Y Reference Frame,11.9798,um,Spine,,Spine Position,0,,,,Reference Frame 1,1,,100000009,90700000000,
Spine Position Y Reference Frame,12.8769,um,Spine,,Spine Position,0,,,,Reference Frame 1,1,,100000010,100700000000,
Spine Position Y Reference Frame,13.763,um,Spine,,Spine Position,0,,,,Reference Frame 1,1,,100000011,110700000000,
Spine Position Y Reference Frame,15.5589,um,Spine,,Spine Position,0,,,,Reference Frame 1,1,,100000012,120700000000,
Spine Position Y Reference Frame,18.3874,um,Spine,,Spine Position,0,,,,Reference Frame 1,1,,100000013,130700000000,
Spine Position Y Reference Frame,20.1256,um,Spine,,Spine Position,0,,,,Reference Frame 1,1,,100000014,140700000000,
Spine Position Y Reference Frame,18.587,um,Spine,,Spine Position,0,,,,Reference Frame 1,1,,100000015,150700000000,
Spine Position Y Reference Frame,17.7697,um,Spine,,Spine Position,0,,,,Reference Frame 1,1,,100000016,160700000000,
Spine Position Y Reference Frame,16.3079,um,Spine,,Spine Position,0,,,,Reference Frame 1,1,,100000017,170700000000,
Spine Position Y Reference Frame,14.7253,um,Spine,,Spine Position,0,,,,Reference Frame 1,1,,100000018,180700000000,
Spine Position Y Reference Frame,9.94112,um,Spine,,Spine Position,0,,,,Reference Frame 1,1,,100000019,190700000000,
Spine Position Y Reference Frame,10.666,um,Spine,,Spine Position,0,,,,Reference Frame 1,1,,100000020,200700000000,
Spine Position Y Reference Frame,6.71543,um,Spine,,Spine Position,0,,,,Reference Frame 1,1,,100000021,210700000000,
Spine Position Y Reference Frame,6.20802,um,Spine,,Spine Position,0,,,,Reference Frame 1,1,,100000022,220700000000,
Spine Position Y Reference Frame,4.2116,um,Spine,,Spine Position,0,,,,Reference Frame 1,1,,100000023,230700000000,
Spine Position Y Reference Frame,4.06965,um,Spine,,Spine Position,0,,,,Reference Frame 1,1,,100000024,240700000000,
Spine Position Y Reference Frame,19.8393,um,Spine,,Spine Position,0,,,,Reference Frame 1,1,,100000025,250700000000,
Spine Position Y Reference Frame,22.4452,um,Spine,,Spine Position,0,,,,Reference Frame 1,1,,100000026,260700000000,
Spine Position Y Reference Frame,23.1134,um,Spine,,Spine Position,0,,,,Reference Frame 1,1,,100000027,270700000000,
Spine Position Y Reference Frame,24.7285,um,Spine,,Spine Position,0,,,,Reference Frame 1,1,,100000028,280700000000,
Spine Position Y Reference Frame,21.1948,um,Spine,,Spine Position,0,,,,Reference Frame 1,1,,100000029,290700000000,
Spine Position Y Reference Frame,22.4814,um,Spine,,Spine Position,0,,,,Reference Frame 1,1,,100000030,300700000000,
Spine Position Y Reference Frame,25.8566,um,Spine,,Spine Position,0,,,,Reference Frame 1,1,,100000031,310700000000,
Spine Position Y Reference Frame,26.432,um,Spine,,Spine Position,0,,,,Reference Frame 1,1,,100000032,320700000000,
Spine Position Z,0.500003,um,Spine,,Spine Position,0,,,,,1,,100000001,10700000000,
Spine Position Z,0.500003,um,Spine,,Spine Position,0,,,,,1,,100000002,20700000000,
Spine Position Z,0.500003,um,Spine,,Spine Position,0,,,,,1,,100000003,30700000000,
Spine Position Z,0.500003,um,Spine,,Spine Position,0,,,,,1,,100000004,40700000000,
Spine Position Z,0.500003,um,Spine,,Spine Position,0,,,,,1,,100000005,50700000000,
Spine Position Z,0.500003,um,Spine,,Spine Position,0,,,,,1,,100000006,60700000000,
Spine Position Z,0.500003,um,Spine,,Spine Position,0,,,,,1,,100000007,70700000000,
Spine Position Z,0.500003,um,Spine,,Spine Position,0,,,,,1,,100000008,80700000000,
Spine Position Z,0.500003,um,Spine,,Spine Position,0,,,,,1,,100000009,90700000000,
Spine Position Z,0.500003,um,Spine,,Spine Position,0,,,,,1,,100000010,100700000000,
Spine Position Z,0.500003,um,Spine,,Spine Position,0,,,,,1,,100000011,110700000000,
Spine Position Z,0.500003,um,Spine,,Spine Position,0,,,,,1,,100000012,120700000000,
Spine Position Z,0.500003,um,Spine,,Spine Position,0,,,,,1,,100000013,130700000000,
Spine Position Z,0.500003,um,Spine,,Spine Position,0,,,,,1,,100000014,140700000000,
Spine Position Z,0.500002,um,Spine,,Spine Position,0,,,,,1,,100000015,150700000000,
Spine Position Z,0.500002,um,Spine,,Spine Position,0,,,,,1,,100000016,160700000000,
Spine Position Z,0.500002,um,Spine,,Spine Position,0,,,,,1,,100000017,170700000000,
Spine Position Z,0.500002,um,Spine,,Spine Position,0,,,,,1,,100000018,180700000000,
Spine Position Z,0.500003,um,Spine,,Spine Position,0,,,,,1,,100000019,190700000000,
Spine Position Z,0.500003,um,Spine,,Spine Position,0,,,,,1,,100000020,200700000000,
Spine Position Z,0.500003,um,Spine,,Spine Position,0,,,,,1,,100000021,210700000000,
Spine Position Z,0.500003,um,Spine,,Spine Position,0,,,,,1,,100000022,220700000000,
Spine Position Z,0.500003,um,Spine,,Spine Position,0,,,,,1,,100000023,230700000000,
Spine Position Z,0.500003,um,Spine,,Spine Position,0,,,,,1,,100000024,240700000000,
Spine Position Z,0.500002,um,Spine,,Spine Position,0,,,,,1,,100000025,250700000000,
Spine Position Z,0.500002,um,Spine,,Spine Position,0,,,,,1,,100000026,260700000000,
Spine Position Z,0.500002,um,Spine,,Spine Position,0,,,,,1,,100000027,270700000000,
Spine Position Z,0.500002,um,Spine,,Spine Position,0,,,,,1,,100000028,280700000000,
Spine Position Z,0.500002,um,Spine,,Spine Position,0,,,,,1,,100000029,290700000000,
Spine Position Z,0.500002,um,Spine,,Spine Position,0,,,,,1,,100000030,300700000000,
Spine Position Z,0.500002,um,Spine,,Spine Position,0,,,,,1,,100000031,310700000000,
Spine Position Z,0.500002,um,Spine,,Spine Position,0,,,,,1,,100000032,320700000000,
Spine Position Z Reference Frame,0.500003,um,Spine,,Spine Position,0,,,,Reference Frame 1,1,,100000001,10700000000,
Spine Position Z Reference Frame,0.500003,um,Spine,,Spine Position,0,,,,Reference Frame 1,1,,100000002,20700000000,
Spine Position Z Reference Frame,0.500003,um,Spine,,Spine Position,0,,,,Reference Frame 1,1,,100000003,30700000000,
Spine Position Z Reference Frame,0.500003,um,Spine,,Spine Position,0,,,,Reference Frame 1,1,,100000004,40700000000,
Spine Position Z Reference Frame,0.500003,um,Spine,,Spine Position,0,,,,Reference Frame 1,1,,100000005,50700000000,
Spine Position Z Reference Frame,0.500003,um,Spine,,Spine Position,0,,,,Reference Frame 1,1,,100000006,60700000000,
Spine Position Z Reference Frame,0.500003,um,Spine,,Spine Position,0,,,,Reference Frame 1,1,,100000007,70700000000,
Spine Position Z Reference Frame,0.500003,um,Spine,,Spine Position,0,,,,Reference Frame 1,1,,100000008,80700000000,
Spine Position Z Reference Frame,0.500003,um,Spine,,Spine Position,0,,,,Reference Frame 1,1,,100000009,90700000000,
Spine Position Z Reference Frame,0.500003,um,Spine,,Spine Position,0,,,,Reference Frame 1,1,,100000010,100700000000,
Spine Position Z Reference Frame,0.500003,um,Spine,,Spine Position,0,,,,Reference Frame 1,1,,100000011,110700000000,
Spine Position Z Reference Frame,0.500003,um,Spine,,Spine Position,0,,,,Reference Frame 1,1,,100000012,120700000000,
Spine Position Z Reference Frame,0.500003,um,Spine,,Spine Position,0,,,,Reference Frame 1,1,,100000013,130700000000,
Spine Position Z Reference Frame,0.500003,um,Spine,,Spine Position,0,,,,Reference Frame 1,1,,100000014,140700000000,
Spine Position Z Reference Frame,0.500002,um,Spine,,Spine Position,0,,,,Reference Frame 1,1,,100000015,150700000000,
Spine Position Z Reference Frame,0.500002,um,Spine,,Spine Position,0,,,,Reference Frame 1,1,,100000016,160700000000,
Spine Position Z Reference Frame,0.500002,um,Spine,,Spine Position,0,,,,Reference Frame 1,1,,100000017,170700000000,
Spine Position Z Reference Frame,0.500002,um,Spine,,Spine Position,0,,,,Reference Frame 1,1,,100000018,180700000000,
Spine Position Z Reference Frame,0.500003,um,Spine,,Spine Position,0,,,,Reference Frame 1,1,,100000019,190700000000,
Spine Position Z Reference Frame,0.500003,um,Spine,,Spine Position,0,,,,Reference Frame 1,1,,100000020,200700000000,
Spine Position Z Reference Frame,0.500003,um,Spine,,Spine Position,0,,,,Reference Frame 1,1,,100000021,210700000000,
Spine Position Z Reference Frame,0.500003,um,Spine,,Spine Position,0,,,,Reference Frame 1,1,,100000022,220700000000,
Spine Position Z Reference Frame,0.500003,um,Spine,,Spine Position,0,,,,Reference Frame 1,1,,100000023,230700000000,
Spine Position Z Reference Frame,0.500003,um,Spine,,Spine Position,0,,,,Reference Frame 1,1,,100000024,240700000000,
Spine Position Z Reference Frame,0.500002,um,Spine,,Spine Position,0,,,,Reference Frame 1,1,,100000025,250700000000,
Spine Position Z Reference Frame,0.500002,um,Spine,,Spine Position,0,,,,Reference Frame 1,1,,100000026,260700000000,
Spine Position Z Reference Frame,0.500002,um,Spine,,Spine Position,0,,,,Reference Frame 1,1,,100000027,270700000000,
Spine Position Z Reference Frame,0.500002,um,Spine,,Spine Position,0,,,,Reference Frame 1,1,,100000028,280700000000,
Spine Position Z Reference Frame,0.500002,um,Spine,,Spine Position,0,,,,Reference Frame 1,1,,100000029,290700000000,
Spine Position Z Reference Frame,0.500002,um,Spine,,Spine Position,0,,,,Reference Frame 1,1,,100000030,300700000000,
Spine Position Z Reference Frame,0.500002,um,Spine,,Spine Position,0,,,,Reference Frame 1,1,,100000031,310700000000,
Spine Position Z Reference Frame,0.500002,um,Spine,,Spine Position,0,,,,Reference Frame 1,1,,100000032,320700000000,
Spine Straightness,0.8545,,Spine,,,0,,,,,1,,100000001,10700000000,
Spine Straightness,1,,Spine,,,0,,,,,1,,100000002,20700000000,
Spine Straightness,1,,Spine,,,0,,,,,1,,100000003,30700000000,
Spine Straightness,1,,Spine,,,0,,,,,1,,100000004,40700000000,
Spine Straightness,1,,Spine,,,0,,,,,1,,100000005,50700000000,
Spine Straightness,1,,Spine,,,0,,,,,1,,100000006,60700000000,
Spine Straightness,0.966218,,Spine,,,0,,,,,1,,100000007,70700000000,
Spine Straightness,1,,Spine,,,0,,,,,1,,100000008,80700000000,
Spine Straightness,0.999987,,Spine,,,0,,,,,1,,100000009,90700000000,
Spine Straightness,1,,Spine,,,0,,,,,1,,100000010,100700000000,
Spine Straightness,0.864913,,Spine,,,0,,,,,1,,100000011,110700000000,
Spine Straightness,1,,Spine,,,0,,,,,1,,100000012,120700000000,
Spine Straightness,0.958151,,Spine,,,0,,,,,1,,100000013,130700000000,
Spine Straightness,1,,Spine,,,0,,,,,1,,100000014,140700000000,
Spine Straightness,0.723437,,Spine,,,0,,,,,1,,100000015,150700000000,
Spine Straightness,1,,Spine,,,0,,,,,1,,100000016,160700000000,
Spine Straightness,0.996381,,Spine,,,0,,,,,1,,100000017,170700000000,
Spine Straightness,1,,Spine,,,0,,,,,1,,100000018,180700000000,
Spine Straightness,1,,Spine,,,0,,,,,1,,100000019,190700000000,
Spine Straightness,1,,Spine,,,0,,,,,1,,100000020,200700000000,
Spine Straightness,1,,Spine,,,0,,,,,1,,100000021,210700000000,
Spine Straightness,1,,Spine,,,0,,,,,1,,100000022,220700000000,
Spine Straightness,0.972553,,Spine,,,0,,,,,1,,100000023,230700000000,
Spine Straightness,1,,Spine,,,0,,,,,1,,100000024,240700000000,
Spine Straightness,0.975877,,Spine,,,0,,,,,1,,100000025,250700000000,
Spine Straightness,1,,Spine,,,0,,,,,1,,100000026,260700000000,
Spine Straightness,0.963382,,Spine,,,0,,,,,1,,100000027,270700000000,
Spine Straightness,1,,Spine,,,0,,,,,1,,100000028,280700000000,
Spine Straightness,0.984788,,Spine,,,0,,,,,1,,100000029,290700000000,
Spine Straightness,1,,Spine,,,0,,,,,1,,100000030,300700000000,
Spine Straightness,0.91137,,Spine,,,0,,,,,1,,100000031,310700000000,
Spine Straightness,1,,Spine,,,0,,,,,1,,100000032,320700000000,
Spine Terminal Pt Diameter,0.189258,um,Spine,,,0,,,,,1,,100000001,10700000000,
Spine Terminal Pt Diameter,0.189258,um,Spine,,,0,,,,,1,,100000002,20700000000,
Spine Terminal Pt Diameter,0.189258,um,Spine,,,0,,,,,1,,100000003,30700000000,
Spine Terminal Pt Diameter,0.189258,um,Spine,,,0,,,,,1,,100000004,40700000000,
Spine Terminal Pt Diameter,0.189258,um,Spine,,,0,,,,,1,,100000005,50700000000,
Spine Terminal Pt Diameter,0.189258,um,Spine,,,0,,,,,1,,100000006,60700000000,
Spine Terminal Pt Diameter,0.189258,um,Spine,,,0,,,,,1,,100000007,70700000000,
Spine Terminal Pt Diameter,0.189258,um,Spine,,,0,,,,,1,,100000008,80700000000,
Spine Terminal Pt Diameter,0.189258,um,Spine,,,0,,,,,1,,100000009,90700000000,
Spine Terminal Pt Diameter,0.189258,um,Spine,,,0,,,,,1,,100000010,100700000000,
Spine Terminal Pt Diameter,0.189258,um,Spine,,,0,,,,,1,,100000011,110700000000,
Spine Terminal Pt Diameter,0.189258,um,Spine,,,0,,,,,1,,100000012,120700000000,
Spine Terminal Pt Diameter,0.189258,um,Spine,,,0,,,,,1,,100000013,130700000000,
Spine Terminal Pt Diameter,0.189258,um,Spine,,,0,,,,,1,,100000014,140700000000,
Spine Terminal Pt Diameter,0.189258,um,Spine,,,0,,,,,1,,100000015,150700000000,
Spine Terminal Pt Diameter,0.189258,um,Spine,,,0,,,,,1,,100000016,160700000000,
Spine Terminal Pt Diameter,0.189258,um,Spine,,,0,,,,,1,,100000017,170700000000,
Spine Terminal Pt Diameter,0.189258,um,Spine,,,0,,,,,1,,100000018,180700000000,
Spine Terminal Pt Diameter,0.189258,um,Spine,,,0,,,,,1,,100000019,190700000000,
Spine Terminal Pt Diameter,0.189258,um,Spine,,,0,,,,,1,,100000020,200700000000,
Spine Terminal Pt Diameter,0.189258,um,Spine,,,0,,,,,1,,100000021,210700000000,
Spine Terminal Pt Diameter,0.189258,um,Spine,,,0,,,,,1,,100000022,220700000000,
Spine Terminal Pt Diameter,0.189258,um,Spine,,,0,,,,,1,,100000023,230700000000,
Spine Terminal Pt Diameter,0.189258,um,Spine,,,0,,,,,1,,100000024,240700000000,
Spine Terminal Pt Diameter,0.189258,um,Spine,,,0,,,,,1,,100000025,250700000000,
Spine Terminal Pt Diameter,0.189258,um,Spine,,,0,,,,,1,,100000026,260700000000,
Spine Terminal Pt Diameter,0.189258,um,Spine,,,0,,,,,1,,100000027,270700000000,
Spine Terminal Pt Diameter,0.189258,um,Spine,,,0,,,,,1,,100000028,280700000000,
Spine Terminal Pt Diameter,0.189258,um,Spine,,,0,,,,,1,,100000029,290700000000,
Spine Terminal Pt Diameter,0.189258,um,Spine,,,0,,,,,1,,100000030,300700000000,
Spine Terminal Pt Diameter,0.189258,um,Spine,,,0,,,,,1,,100000031,310700000000,
Spine Terminal Pt Diameter,0.189258,um,Spine,,,0,,,,,1,,100000032,320700000000,
Spine Terminal Pt Distance,2.87328,um,Spine,,,0,,,,,1,,100000001,10700000000,
Spine Terminal Pt Distance,1.33709,um,Spine,,,0,,,,,1,,100000002,20700000000,
Spine Terminal Pt Distance,1.19549,um,Spine,,,0,,,,,1,,100000003,30700000000,
Spine Terminal Pt Distance,1.05668,um,Spine,,,0,,,,,1,,100000004,40700000000,
Spine Terminal Pt Distance,1.10231,um,Spine,,,0,,,,,1,,100000005,50700000000,
Spine Terminal Pt Distance,1.07087,um,Spine,,,0,,,,,1,,100000006,60700000000,
Spine Terminal Pt Distance,3.34605,um,Spine,,,0,,,,,1,,100000007,70700000000,
Spine Terminal Pt Distance,1.21565,um,Spine,,,0,,,,,1,,100000008,80700000000,
Spine Terminal Pt Distance,2.36949,um,Spine,,,0,,,,,1,,100000009,90700000000,
Spine Terminal Pt Distance,1.04606,um,Spine,,,0,,,,,1,,100000010,100700000000,
Spine Terminal Pt Distance,4.0753,um,Spine,,,0,,,,,1,,100000011,110700000000,
Spine Terminal Pt Distance,1.08125,um,Spine,,,0,,,,,1,,100000012,120700000000,
Spine Terminal Pt Distance,5.29492,um,Spine,,,0,,,,,1,,100000013,130700000000,
Spine Terminal Pt Distance,1.23228,um,Spine,,,0,,,,,1,,100000014,140700000000,
Spine Terminal Pt Distance,3.97335,um,Spine,,,0,,,,,1,,100000015,150700000000,
Spine Terminal Pt Distance,1.10052,um,Spine,,,0,,,,,1,,100000016,160700000000,
Spine Terminal Pt Distance,2.09876,um,Spine,,,0,,,,,1,,100000017,170700000000,
Spine Terminal Pt Distance,1.20097,um,Spine,,,0,,,,,1,,100000018,180700000000,
Spine Terminal Pt Distance,1.41536,um,Spine,,,0,,,,,1,,100000019,190700000000,
Spine Terminal Pt Distance,1.28448,um,Spine,,,0,,,,,1,,100000020,200700000000,
Spine Terminal Pt Distance,1.0861,um,Spine,,,0,,,,,1,,100000021,210700000000,
Spine Terminal Pt Distance,1.02641,um,Spine,,,0,,,,,1,,100000022,220700000000,
Spine Terminal Pt Distance,1.9839,um,Spine,,,0,,,,,1,,100000023,230700000000,
Spine Terminal Pt Distance,1.19988,um,Spine,,,0,,,,,1,,100000024,240700000000,
Spine Terminal Pt Distance,3.97671,um,Spine,,,0,,,,,1,,100000025,250700000000,
Spine Terminal Pt Distance,1.33069,um,Spine,,,0,,,,,1,,100000026,260700000000,
Spine Terminal Pt Distance,3.20576,um,Spine,,,0,,,,,1,,100000027,270700000000,
Spine Terminal Pt Distance,1.05169,um,Spine,,,0,,,,,1,,100000028,280700000000,
Spine Terminal Pt Distance,2.21434,um,Spine,,,0,,,,,1,,100000029,290700000000,
Spine Terminal Pt Distance,1.12414,um,Spine,,,0,,,,,1,,100000030,300700000000,
Spine Terminal Pt Distance,3.04429,um,Spine,,,0,,,,,1,,100000031,310700000000,
Spine Terminal Pt Distance,2.35779,um,Spine,,,0,,,,,1,,100000032,320700000000,
Spine Terminal Pt Distance from Origin,27.5434,um,Spine,,Spine Terminal Pt Distance from Origin,0,,,,,1,,100000001,10700000000,
Spine Terminal Pt Distance from Origin,27.6507,um,Spine,,Spine Terminal Pt Distance from Origin,0,,,,,1,,100000002,20700000000,
Spine Terminal Pt Distance from Origin,27.4739,um,Spine,,Spine Terminal Pt Distance from Origin,0,,,,,1,,100000003,30700000000,
Spine Terminal Pt Distance from Origin,27.184,um,Spine,,Spine Terminal Pt Distance from Origin,0,,,,,1,,100000004,40700000000,
Spine Terminal Pt Distance from Origin,27.1319,um,Spine,,Spine Terminal Pt Distance from Origin,0,,,,,1,,100000005,50700000000,
Spine Terminal Pt Distance from Origin,27.4028,um,Spine,,Spine Terminal Pt Distance from Origin,0,,,,,1,,100000006,60700000000,
Spine Terminal Pt Distance from Origin,28.8475,um,Spine,,Spine Terminal Pt Distance from Origin,0,,,,,1,,100000007,70700000000,
Spine Terminal Pt Distance from Origin,28.6818,um,Spine,,Spine Terminal Pt Distance from Origin,0,,,,,1,,100000008,80700000000,
Spine Terminal Pt Distance from Origin,27.839,um,Spine,,Spine Terminal Pt Distance from Origin,0,,,,,1,,100000009,90700000000,
Spine Terminal Pt Distance from Origin,27.0447,um,Spine,,Spine Terminal Pt Distance from Origin,0,,,,,1,,100000010,100700000000,
Spine Terminal Pt Distance from Origin,27.3876,um,Spine,,Spine Terminal Pt Distance from Origin,0,,,,,1,,100000011,110700000000,
Spine Terminal Pt Distance from Origin,27.1162,um,Spine,,Spine Terminal Pt Distance from Origin,0,,,,,1,,100000012,120700000000,
Spine Terminal Pt Distance from Origin,30.834,um,Spine,,Spine Terminal Pt Distance from Origin,0,,,,,1,,100000013,130700000000,
Spine Terminal Pt Distance from Origin,29.9355,um,Spine,,Spine Terminal Pt Distance from Origin,0,,,,,1,,100000014,140700000000,
Spine Terminal Pt Distance from Origin,22.9701,um,Spine,,Spine Terminal Pt Distance from Origin,0,,,,,1,,100000015,150700000000,
Spine Terminal Pt Distance from Origin,23.6751,um,Spine,,Spine Terminal Pt Distance from Origin,0,,,,,1,,100000016,160700000000,
Spine Terminal Pt Distance from Origin,23.2838,um,Spine,,Spine Terminal Pt Distance from Origin,0,,,,,1,,100000017,170700000000,
Spine Terminal Pt Distance from Origin,23.6398,um,Spine,,Spine Terminal Pt Distance from Origin,0,,,,,1,,100000018,180700000000,
Spine Terminal Pt Distance from Origin,23.3998,um,Spine,,Spine Terminal Pt Distance from Origin,0,,,,,1,,100000019,190700000000,
Spine Terminal Pt Distance from Origin,23.8573,um,Spine,,Spine Terminal Pt Distance from Origin,0,,,,,1,,100000020,200700000000,
Spine Terminal Pt Distance from Origin,24.6903,um,Spine,,Spine Terminal Pt Distance from Origin,0,,,,,1,,100000021,210700000000,
Spine Terminal Pt Distance from Origin,24.6407,um,Spine,,Spine Terminal Pt Distance from Origin,0,,,,,1,,100000022,220700000000,
Spine Terminal Pt Distance from Origin,22.8748,um,Spine,,Spine Terminal Pt Distance from Origin,0,,,,,1,,100000023,230700000000,
Spine Terminal Pt Distance from Origin,23.48,um,Spine,,Spine Terminal Pt Distance from Origin,0,,,,,1,,100000024,240700000000,
Spine Terminal Pt Distance from Origin,29.6719,um,Spine,,Spine Terminal Pt Distance from Origin,0,,,,,1,,100000025,250700000000,
Spine Terminal Pt Distance from Origin,29.4763,um,Spine,,Spine Terminal Pt Distance from Origin,0,,,,,1,,100000026,260700000000,
Spine Terminal Pt Distance from Origin,28.1504,um,Spine,,Spine Terminal Pt Distance from Origin,0,,,,,1,,100000027,270700000000,
Spine Terminal Pt Distance from Origin,27.8141,um,Spine,,Spine Terminal Pt Distance from Origin,0,,,,,1,,100000028,280700000000,
Spine Terminal Pt Distance from Origin,26.3237,um,Spine,,Spine Terminal Pt Distance from Origin,0,,,,,1,,100000029,290700000000,
Spine Terminal Pt Distance from Origin,26.3896,um,Spine,,Spine Terminal Pt Distance from Origin,0,,,,,1,,100000030,300700000000,
Spine Terminal Pt Distance from Origin,32.6265,um,Spine,,Spine Terminal Pt Distance from Origin,0,,,,,1,,100000031,310700000000,
Spine Terminal Pt Distance from Origin,31.6068,um,Spine,,Spine Terminal Pt Distance from Origin,0,,,,,1,,100000032,320700000000,
Spine Terminal Pt Distance from Origin Reference Frame,27.5434,um,Spine,,Spine Terminal Pt Distance from Origin Reference Frame,0,,,,,1,,100000001,10700000000,
Spine Terminal Pt Distance from Origin Reference Frame,27.6507,um,Spine,,Spine Terminal Pt Distance from Origin Reference Frame,0,,,,,1,,100000002,20700000000,
Spine Terminal Pt Distance from Origin Reference Frame,27.4739,um,Spine,,Spine Terminal Pt Distance from Origin Reference Frame,0,,,,,1,,100000003,30700000000,
Spine Terminal Pt Distance from Origin Reference Frame,27.184,um,Spine,,Spine Terminal Pt Distance from Origin Reference Frame,0,,,,,1,,100000004,40700000000,
Spine Terminal Pt Distance from Origin Reference Frame,27.1319,um,Spine,,Spine Terminal Pt Distance from Origin Reference Frame,0,,,,,1,,100000005,50700000000,
Spine Terminal Pt Distance from Origin Reference Frame,27.4028,um,Spine,,Spine Terminal Pt Distance from Origin Reference Frame,0,,,,,1,,100000006,60700000000,
Spine Terminal Pt Distance from Origin Reference Frame,28.8475,um,Spine,,Spine Terminal Pt Distance from Origin Reference Frame,0,,,,,1,,100000007,70700000000,
Spine Terminal Pt Distance from Origin Reference Frame,28.6818,um,Spine,,Spine Terminal Pt Distance from Origin Reference Frame,0,,,,,1,,100000008,80700000000,
Spine Terminal Pt Distance from Origin Reference Frame,27.839,um,Spine,,Spine Terminal Pt Distance from Origin Reference Frame,0,,,,,1,,100000009,90700000000,
Spine Terminal Pt Distance from Origin Reference Frame,27.0447,um,Spine,,Spine Terminal Pt Distance from Origin Reference Frame,0,,,,,1,,100000010,100700000000,
Spine Terminal Pt Distance from Origin Reference Frame,27.3876,um,Spine,,Spine Terminal Pt Distance from Origin Reference Frame,0,,,,,1,,100000011,110700000000,
Spine Terminal Pt Distance from Origin Reference Frame,27.1162,um,Spine,,Spine Terminal Pt Distance from Origin Reference Frame,0,,,,,1,,100000012,120700000000,
Spine Terminal Pt Distance from Origin Reference Frame,30.834,um,Spine,,Spine Terminal Pt Distance from Origin Reference Frame,0,,,,,1,,100000013,130700000000,
Spine Terminal Pt Distance from Origin Reference Frame,29.9355,um,Spine,,Spine Terminal Pt Distance from Origin Reference Frame,0,,,,,1,,100000014,140700000000,
Spine Terminal Pt Distance from Origin Reference Frame,22.9701,um,Spine,,Spine Terminal Pt Distance from Origin Reference Frame,0,,,,,1,,100000015,150700000000,
Spine Terminal Pt Distance from Origin Reference Frame,23.6751,um,Spine,,Spine Terminal Pt Distance from Origin Reference Frame,0,,,,,1,,100000016,160700000000,
Spine Terminal Pt Distance from Origin Reference Frame,23.2838,um,Spine,,Spine Terminal Pt Distance from Origin Reference Frame,0,,,,,1,,100000017,170700000000,
Spine Terminal Pt Distance from Origin Reference Frame,23.6398,um,Spine,,Spine Terminal Pt Distance from Origin Reference Frame,0,,,,,1,,100000018,180700000000,
Spine Terminal Pt Distance from Origin Reference Frame,23.3998,um,Spine,,Spine Terminal Pt Distance from Origin Reference Frame,0,,,,,1,,100000019,190700000000,
Spine Terminal Pt Distance from Origin Reference Frame,23.8573,um,Spine,,Spine Terminal Pt Distance from Origin Reference Frame,0,,,,,1,,100000020,200700000000,
Spine Terminal Pt Distance from Origin Reference Frame,24.6903,um,Spine,,Spine Terminal Pt Distance from Origin Reference Frame,0,,,,,1,,100000021,210700000000,
Spine Terminal Pt Distance from Origin Reference Frame,24.6407,um,Spine,,Spine Terminal Pt Distance from Origin Reference Frame,0,,,,,1,,100000022,220700000000,
Spine Terminal Pt Distance from Origin Reference Frame,22.8748,um,Spine,,Spine Terminal Pt Distance from Origin Reference Frame,0,,,,,1,,100000023,230700000000,
Spine Terminal Pt Distance from Origin Reference Frame,23.48,um,Spine,,Spine Terminal Pt Distance from Origin Reference Frame,0,,,,,1,,100000024,240700000000,
Spine Terminal Pt Distance from Origin Reference Frame,29.6719,um,Spine,,Spine Terminal Pt Distance from Origin Reference Frame,0,,,,,1,,100000025,250700000000,
Spine Terminal Pt Distance from Origin Reference Frame,29.4763,um,Spine,,Spine Terminal Pt Distance from Origin Reference Frame,0,,,,,1,,100000026,260700000000,
